Incident energy;MT=102 : (z,γ);MT=18 : (z,fission)
Incident energy;;
Incident energy;σ(E);σ(E)
1602.552;1.094505;2.232733
1602.564;1.109516;2.238198
1602.609;1.168944;2.257987
1602.637;1.208711;2.269969
1602.664;1.249356;2.281524
1602.715;1.333143;2.304148
1602.722;1.345435;2.307412
1602.743;1.383567;2.317547
1602.764;1.423688;2.328311
1602.828;1.559695;2.366651
1602.913;1.77805;2.437413
1602.966;1.939992;2.498264
1603.019;2.124553;2.576096
1603.114;2.518401;2.769361
1603.209;3.000309;3.048709
1603.268;3.345492;3.273595
1603.326;3.718353;3.53735
1603.384;4.122363;3.846091
1603.442;4.554068;4.201575
1603.501;5.016607;4.611899
1603.559;5.487972;5.062744
1603.675;6.449039;6.097902
1603.791;7.373496;7.285606
1603.907;8.182024;8.578323
1604.034;8.845135;10.03704
1604.1;9.072215;10.7806
1604.137;9.160236;11.18528
1604.171;9.215263;11.54643
1604.175;9.220086;11.58814
1604.179;9.22456;11.62967
1604.192;9.236685;11.76338
1604.205;9.245106;11.89508
1604.23;9.25088;12.14223
1604.293;9.204923;12.72443
1604.401;8.932024;13.55722
1604.437;8.790447;13.78035
1604.562;8.132248;14.31143
1604.643;7.595868;14.438
1604.724;7.002478;14.38786
1604.742;6.865479;14.35303
1604.791;6.486988;14.21595
1604.84;6.104729;14.0196
1604.848;6.042327;13.98219
1604.871;5.863348;13.86661
1604.893;5.693111;13.74534
1604.954;5.229577;13.35865
1605.014;4.79218;12.91569
1605.086;4.301451;12.32158
1605.157;3.863128;11.69307
1605.229;3.472388;11.03988
1605.3;3.1452;10.40724
1605.371;2.878667;9.811588
1605.442;2.673708;9.275698
1605.501;2.549607;8.889518
1605.56;2.465946;8.565925
1605.619;2.420496;8.310436
1605.678;2.410307;8.125655
1605.779;2.464041;7.970843
1605.88;2.588294;7.999171
1606.082;2.943277;8.415783
1606.272;3.243404;8.865486
1606.343;3.313221;8.958713
1606.408;3.348634;8.984641
1606.468;3.354557;8.950181
1606.478;3.352945;8.938643
1606.488;3.350581;8.925412
1606.523;3.336367;8.86566
1606.557;3.313734;8.787506
1606.647;3.213041;8.486849
1606.725;3.081604;8.124279
1606.802;2.917933;7.688497
1606.968;2.488706;6.581457
1607.134;2.030465;5.437852
1607.211;1.832453;4.957912
1607.288;1.653456;4.53537
1607.365;1.4985;4.183218
1607.442;1.370821;3.909746
1607.493;1.302054;3.77387
1607.545;1.244966;3.672544
1607.596;1.201468;3.608842
1607.698;1.149196;3.580836
1607.801;1.137343;3.67073
1607.903;1.157153;3.852899
1608.083;1.238865;4.322852
1608.167;1.285856;4.577626
1608.228;1.320085;4.768248
1608.274;1.345085;4.912969
1608.308;1.362826;5.019755
1608.314;1.365879;5.03855
1608.327;1.372406;5.079202
1608.346;1.381718;5.138411
1608.39;1.402152;5.274321
1608.5;1.445394;5.603538
1608.578;1.468677;5.824654
1608.597;1.473402;5.876628
1608.648;1.484275;6.011991
1608.699;1.492575;6.140649
1608.704;1.493253;6.152868
1608.715;1.494663;6.179487
1608.725;1.495846;6.203365
1608.746;1.49803;6.252478
1608.756;1.498928;6.275357
1608.789;1.501259;6.348399
1608.86;1.503108;6.49144
1608.965;1.498519;6.661046
1609.161;1.469675;6.804353
1609.251;1.448979;6.779104
1609.357;1.419933;6.669482
1609.367;1.416981;6.654705
1609.4;1.40703;6.600666
1609.432;1.397113;6.540719
1609.501;1.375083;6.387618
1609.569;1.352939;6.208021
1609.735;1.300168;5.680284
1609.94;1.243276;4.951386
1609.991;1.23067;4.771619
1610.195;1.181478;4.099446
1610.286;1.156828;3.829254
1610.337;1.141299;3.685573
1610.373;1.129399;3.587189
1610.387;1.124541;3.54956
1610.395;1.121705;3.528209
1610.423;1.111419;3.454314
1610.45;1.100958;3.38422
1610.518;1.072158;3.212239
1610.578;1.043833;3.065286
1610.689;0.9850301;2.80417
1610.73;0.9616999;2.711406
1610.74;0.9559216;2.689119
1610.777;0.934343;2.607925
1610.798;0.9220174;2.562805
1610.804;0.9184935;2.550053
1610.825;0.9061745;2.505937
1610.845;0.8944966;2.464717
1610.887;0.8703448;2.380978
1610.928;0.8475957;2.303453
1611.011;0.8058381;2.162204
1611.1;0.7710914;2.040321
1611.189;0.7514491;1.957402
1611.278;0.7515508;1.921763
1611.367;0.7754514;1.940572
1611.418;0.8011136;1.977978
1611.488;0.8514269;2.062217
1611.558;0.9195923;2.184734
1611.628;1.005391;2.344401
1611.697;1.106265;2.535511
1611.767;1.223378;2.759316
1611.837;1.352797;3.007332
1611.976;1.632379;3.540971
1612.116;1.915133;4.071464
1612.255;2.158209;4.510948
1612.325;2.254557;4.675561
1612.395;2.32809;4.791784
1612.452;2.369017;4.846775
1612.528;2.395135;4.8613
1612.543;2.396342;4.856075
1612.588;2.392111;4.824428
1612.684;2.344529;4.679155
1612.796;2.22812;4.388632
1612.902;2.06885;4.018235
1613.008;1.877121;3.586991
1613.17;1.559876;2.888466
1613.332;1.26389;2.241877
1613.393;1.167536;2.030203
1613.454;1.082203;1.840996
1613.494;1.03281;1.730132
1613.56;0.9633722;1.571206
1613.626;0.9094258;1.442785
1613.692;0.8710702;1.34472
1613.758;0.8479741;1.276031
1613.813;0.8398985;1.24005
1613.868;0.8414032;1.222074
1613.898;0.8460341;1.219345
1613.952;0.860703;1.226026
1614.017;0.8882975;1.2519
1614.089;0.9300919;1.299996
1614.214;1.025876;1.420536
1614.235;1.0444;1.444231
1614.29;1.09573;1.509591
1614.344;1.149716;1.577239
1614.453;1.268119;1.718986
1614.567;1.404189;1.86706
1614.679;1.550333;2.006599
1614.743;1.640065;2.082949
1614.749;1.648731;2.089989
1614.771;1.680897;2.115649
1614.792;1.712185;2.139937
1614.834;1.776533;2.18803
1614.952;1.97065;2.322087
1615.177;2.392574;2.599754
1615.237;2.512798;2.685025
1615.416;2.865874;2.980739
1615.521;3.050117;3.185025
1615.626;3.199834;3.410215
1615.731;3.301694;3.652079
1615.791;3.334328;3.795614
1615.848;3.3466;3.93422
1615.854;3.346803;3.948894
1615.87;3.34632;3.988076
1615.885;3.344514;4.024862
1615.919;3.335574;4.108327
1615.953;3.319953;4.19173
1616.052;3.237731;4.432188
1616.178;3.062283;4.72635
1616.268;2.898466;4.922652
1616.465;2.475671;5.288475
1616.479;2.444121;5.310124
1616.526;2.338155;5.377658
1616.573;2.232898;5.436624
1616.668;2.025912;5.52619
1616.859;1.650475;5.562644
1616.884;1.606268;5.551323
1616.985;1.439879;5.464629
1617.086;1.292477;5.311445
1617.202;1.144881;5.056886
1617.304;1.032827;4.772358
1617.39;0.950835;4.498233
1617.475;0.8813869;4.207144
1617.567;0.8203736;3.882998
1617.658;0.776405;3.568345
1617.75;0.7509892;3.272374
1617.841;0.7472746;3.016591
1617.919;0.7628251;2.836659
1617.997;0.7968041;2.700137
1618.075;0.8496796;2.611875
1618.153;0.9211453;2.57463
1618.209;0.9832727;2.579725
1618.265;1.053599;2.610882
1618.376;1.212859;2.744636
1618.487;1.388797;2.960583
1618.598;1.566942;3.236744
1618.709;1.730969;3.547156
1618.819;1.863666;3.862613
1618.917;1.945798;4.1319
1618.969;1.972972;4.265918
1618.979;1.976806;4.290835
1619.02;1.987711;4.389898
1619.024;1.988357;4.39929
1619.034;1.989645;4.422553
1619.044;1.990466;4.445506
1619.07;1.990407;4.503726
1619.095;1.987372;4.557727
1619.138;1.975395;4.646168
1619.144;1.973053;4.658076
1619.161;1.965545;4.691265
1619.177;1.957311;4.721781
1619.197;1.945459;4.75899
1619.203;1.941572;4.769959
1619.223;1.927531;4.805919
1619.243;1.911868;4.841009
1619.294;1.864988;4.927196
1619.345;1.809048;5.010046
1619.458;1.659437;5.19173
1619.57;1.489202;5.387831
1619.727;1.244412;5.727756
1619.883;1.028081;6.166928
1619.947;0.9534831;6.375179
1620.011;0.8888425;6.595785
1620.075;0.8347597;6.82434
1620.138;0.7920691;7.051836
1620.202;0.7593633;7.279461
1620.265;0.7374002;7.49386
1620.329;0.7250709;7.69551
1620.392;0.7222915;7.872345
1620.47;0.7310205;8.054259
1620.587;0.7678659;8.237431
1620.703;0.8312532;8.30696
1620.728;0.8483686;8.30804
1620.789;0.895298;8.292286
1620.849;0.9486745;8.254731
1620.963;1.070053;8.14177
1621.077;1.217391;8.009383
1621.255;1.493793;7.864142
1621.345;1.649226;7.855001
1621.494;1.913563;7.965078
1621.643;2.160975;8.224665
1621.792;2.358897;8.58463
1621.83;2.397769;8.683312
1621.914;2.463499;8.899064
1621.962;2.48759;9.016052
1622.097;2.499447;9.292882
1622.139;2.486166;9.357116
1622.195;2.456314;9.422632
1622.256;2.408772;9.465106
1622.264;2.401435;9.468306
1622.286;2.380003;9.474177
1622.308;2.356786;9.475687
1622.356;2.300312;9.463521
1622.404;2.236573;9.429773
1622.557;1.996015;9.177648
1622.659;1.816;8.892494
1622.761;1.631242;8.523824
1622.915;1.361253;7.838022
1623.068;1.122286;7.051485
1623.171;0.9848002;6.493461
1623.273;0.8697923;5.939974
1623.375;0.7766244;5.40328
1623.477;0.7050772;4.899005
1623.579;0.6540917;4.439734
1623.681;0.6219015;4.03411
1623.783;0.6061508;3.686268
1623.885;0.6040364;3.395714
1623.964;0.6098361;3.20718
1624.122;0.634991;2.909738
1624.331;0.6842632;2.626355
1624.439;0.7152647;2.506506
1624.494;0.7332712;2.449606
1624.549;0.7534829;2.395234
1624.641;0.7942781;2.310859
1624.733;0.8475596;2.23802
1624.825;0.9182538;2.182676
1624.894;0.9857801;2.157164
1624.963;1.067977;2.149152
1625.032;1.166505;2.161908
1625.1;1.280697;2.197529
1625.204;1.488932;2.300468
1625.307;1.733051;2.461893
1625.41;2.008077;2.678578
1625.513;2.302519;2.939991
1625.639;2.666378;3.296376
1625.765;3.003513;3.657753
1625.892;3.283931;3.988437
1625.961;3.401876;4.142591
1625.99;3.443258;4.200883
1626.046;3.508851;4.301919
1626.051;3.51378;4.310194
1626.055;3.517612;4.316726
1626.065;3.526768;4.332714
1626.074;3.534487;4.346689
1626.101;3.554697;4.386289
1626.128;3.570534;4.422493
1626.207;3.592785;4.510686
1626.357;3.551083;4.629567
1626.428;3.504598;4.682392
1626.445;3.492011;4.696493
1626.483;3.462747;4.731541
1626.52;3.433658;4.771866
1626.594;3.378114;4.878297
1626.655;3.339958;5.00049
1626.715;3.31386;5.159347
1626.768;3.303318;5.337141
1626.854;3.316913;5.711126
1626.956;3.389655;6.306337
1627.057;3.525257;7.065043
1627.119;3.637998;7.611469
1627.15;3.701835;7.906001
1627.225;3.873456;8.670924
1627.299;4.060211;9.485759
1627.448;4.450216;11.22921
1627.619;4.828408;13.19967
1627.689;4.935375;13.93508
1627.759;5.004986;14.60359
1627.808;5.029214;15.02421
1627.822;5.032272;15.13655
1627.828;5.03305;15.18359
1627.849;5.033246;15.34288
1627.924;5.001804;15.84129
1628.036;4.864562;16.36949
1628.136;4.661463;16.61728
1628.236;4.400216;16.65989
1628.259;4.334134;16.64205
1628.307;4.191251;16.57321
1628.354;4.046914;16.46617
1628.472;3.681395;16.03978
1628.589;3.342519;15.42524
1628.734;2.997503;14.46041
1628.748;2.969905;14.35813
1628.804;2.870758;13.93696
1628.888;2.757092;13.27799
1628.972;2.686125;12.60235
1629.083;2.654957;11.71472
1629.194;2.686405;10.86983
1629.305;2.766615;10.10314
1629.423;2.886699;9.404311
1629.541;3.022391;8.844613
1629.645;3.139975;8.471647
1629.701;3.19862;8.316302
1629.719;3.216485;8.272843
1629.757;3.252392;8.191041
1629.775;3.268485;8.156861
1629.778;3.271107;8.151442
1629.789;3.280573;8.132242
1629.814;3.301193;8.092439
1629.838;3.319788;8.059072
1629.905;3.365227;7.989289
1630.033;3.424909;7.936755
1630.17;3.450731;7.961726
1630.188;3.451385;7.968695
1630.229;3.450611;7.986161
1630.269;3.446884;8.004229
1630.35;3.430511;8.038418
1630.435;3.400581;8.060891
1630.487;3.375616;8.062762
1630.52;3.357034;8.057817
1630.585;3.313912;8.031552
1630.639;3.27118;7.990801
1630.672;3.241838;7.956618
1630.791;3.114808;7.770763
1630.845;3.046028;7.65359
1630.904;2.963107;7.503165
1630.914;2.948276;7.47548
1630.94;2.908707;7.400713
1630.994;2.822108;7.233552
1631.07;2.691359;6.975816
1631.196;2.45858;6.514831
1631.332;2.200603;6.021045
1631.467;1.958076;5.5946
1631.503;1.898168;5.498009
1631.576;1.784953;5.328783
1631.721;1.598952;5.106512
1631.865;1.471368;5.031661
1631.951;1.422713;5.046341
1632.036;1.394052;5.095979
1632.117;1.383887;5.169953
1632.204;1.390831;5.273939
1632.271;1.408465;5.370099
1632.354;1.44501;5.509394
1632.436;1.497181;5.671993
1632.563;1.60983;5.984646
1632.689;1.759132;6.385585
1632.808;1.930702;6.859058
1632.972;2.199657;7.654246
1633.135;2.470203;8.547279
1633.242;2.626431;9.133917
1633.265;2.656083;9.255394
1633.287;2.682863;9.369239
1633.322;2.721997;9.544774
1633.417;2.803782;9.977399
1633.564;2.848283;10.48076
1633.581;2.84647;10.52385
1633.63;2.833029;10.62943
1633.678;2.808168;10.70588
1633.809;2.684963;10.78262
1633.939;2.494952;10.68954
1634.05;2.295315;10.50706
1634.074;2.249194;10.45807
1634.123;2.152984;10.34965
1634.129;2.141061;10.33567
1634.141;2.117149;10.30731
1634.159;2.081146;10.26377
1634.211;1.976725;10.13203
1634.262;1.874705;9.995484
1634.401;1.607118;9.594854
1634.526;1.389591;9.202665
1634.65;1.201809;8.778063
1634.742;1.081388;8.434647
1634.834;0.9764218;8.064469
1634.964;0.8521374;7.498808
1635.071;0.7686211;7.007267
1635.178;0.7001795;6.511169
1635.271;0.6519993;6.094029
1635.364;0.6138499;5.706674
1635.457;0.5855107;5.363591
1635.549;0.5670398;5.078658
1635.661;0.5573333;4.813373
1635.749;0.5595236;4.66811
1635.837;0.5703722;4.573677
1635.925;0.59001;4.521982
1636.013;0.618768;4.502717
1636.115;0.6643418;4.506437
1636.216;0.7238615;4.522953
1636.318;0.8005538;4.540806
1636.408;0.8839325;4.552324
1636.499;0.9848203;4.559174
1636.589;1.102031;4.563686
1636.707;1.28204;4.573819
1636.825;1.48882;4.599073
1637.027;1.879859;4.695519
1637.154;2.122773;4.783722
1637.28;2.335541;4.870954
1637.415;2.508091;4.933929
1637.482;2.56607;4.943409
1637.545;2.60178;4.934964
1637.58;2.613464;4.922183
1637.64;2.619835;4.885949
1637.745;2.590612;4.777753
1637.841;2.522989;4.630829
1637.937;2.42347;4.444811
1637.975;2.377245;4.362686
1637.995;2.3517;4.317963
1638.043;2.287664;4.207366
1638.091;2.220884;4.093739
1638.186;2.086058;3.868094
1638.271;1.969625;3.676879
1638.336;1.887931;3.545443
1638.343;1.879656;3.532311
1638.371;1.847738;3.482087
1638.399;1.817864;3.435844
1638.496;1.732823;3.311743
1638.579;1.686447;3.257859
1638.661;1.667543;3.259034
1638.743;1.6768;3.318324
1638.825;1.714199;3.436868
1638.921;1.791696;3.648033
1639.017;1.900929;3.92855
1639.208;2.182906;4.629947
1639.409;2.504195;5.418308
1639.545;2.693442;5.879342
1639.554;2.704529;5.906213
1639.581;2.736552;5.983692
1639.608;2.766649;6.056296
1639.662;2.820792;6.18618
1639.672;2.829907;6.207929
1639.703;2.856325;6.270698
1639.734;2.879943;6.326407
1639.809;2.925571;6.432333
1639.883;2.95519;6.498803
1640.004;2.973992;6.537532
1640.125;2.962371;6.512625
1640.267;2.919457;6.441946
1640.324;2.895115;6.410151
1640.538;2.771737;6.313557
1640.624;2.707477;6.29119
1640.659;2.678729;6.284684
1640.715;2.629512;6.276751
1640.757;2.589976;6.272258
1640.828;2.518087;6.265897
1640.956;2.373649;6.249927
1641.063;2.241166;6.220855
1641.17;2.102334;6.16617
1641.404;1.799825;5.913925
1641.425;1.773909;5.880615
1641.481;1.706418;5.782435
1641.536;1.642676;5.672604
1641.548;1.629129;5.646872
1641.587;1.58603;5.558896
1641.625;1.54544;5.466872
1641.762;1.410983;5.086648
1641.848;1.336232;4.814398
1641.873;1.315921;4.731387
1641.947;1.259666;4.478012
1642.021;1.209547;4.217417
1642.056;1.188183;4.093393
1642.13;1.148615;3.833682
1642.205;1.117544;3.580258
1642.34;1.091299;3.175793
1642.403;1.095747;3.0218
1642.465;1.112999;2.899091
1642.528;1.145601;2.808933
1642.59;1.194472;2.759061
1642.652;1.261842;2.752165
1642.714;1.349341;2.792086
1642.764;1.43547;2.860516
1642.814;1.536024;2.962602
1642.864;1.651245;3.099066
1642.913;1.778366;3.266348
1643.013;2.079785;3.708687
1643.113;2.431374;4.276635
1643.213;2.820619;4.948899
1643.312;3.225357;5.686125
1643.437;3.729596;6.657247
1643.561;4.176995;7.581876
1643.698;4.553816;8.451944
1643.723;4.605238;8.585602
1643.776;4.694199;8.838394
1643.828;4.753708;9.043094
1643.882;4.78533;9.207452
1643.919;4.789031;9.290813
1644.015;4.731544;9.395387
1644.097;4.610091;9.3612
1644.179;4.430075;9.223714
1644.32;4.014961;8.791431
1644.46;3.525126;8.200655
1644.52;3.307263;7.923039
1644.608;2.992107;7.510245
1644.72;2.614865;7.001937
1644.831;2.283395;6.543995
1644.875;2.166238;6.379644
1644.96;1.964949;6.094194
1644.978;1.926686;6.039507
1645.025;1.834092;5.906696
1645.13;1.665771;5.664829
1645.196;1.587332;5.554226
1645.252;1.537401;5.487514
1645.346;1.488258;5.436932
1645.44;1.483628;5.473134
1645.541;1.530454;5.624612
1645.643;1.635093;5.91506
1645.743;1.796074;6.352026
1645.843;2.015551;6.952699
1645.91;2.194276;7.449105
1645.976;2.393288;8.009912
1646.109;2.851666;9.333638
1646.275;3.483858;11.23674
1646.441;4.091604;13.18055
1646.533;4.377261;14.1636
1646.624;4.601839;15.00726
1646.64;4.63428;15.13923
1646.686;4.714695;15.4881
1646.731;4.774048;15.78299
1646.807;4.828868;16.17054
1646.816;4.831511;16.20701
1646.833;4.834271;16.27042
1646.883;4.825575;16.41554
1646.932;4.793173;16.49896
1647.038;4.647541;16.49374
1647.167;4.352897;16.20096
1647.308;3.931765;15.64214
1647.449;3.467678;14.97494
1647.562;3.10207;14.43701
1647.718;2.645437;13.74089
1647.873;2.266858;13.08634
1647.971;2.065419;12.66002
1648.116;1.810399;11.96152
1648.13;1.787928;11.88831
1648.174;1.719265;11.65098
1648.218;1.653227;11.40266
1648.377;1.430841;10.42662
1648.637;1.106457;8.776388
1648.745;0.9879682;8.195657
1648.852;0.8839447;7.746353
1648.96;0.795362;7.450826
1649.068;0.7253808;7.327134
1649.187;0.6708186;7.380895
1649.306;0.6391522;7.598088
1649.425;0.62795;7.919798
1649.543;0.6335377;8.271026
1649.629;0.6458335;8.505433
1649.751;0.6719922;8.751818
1649.872;0.7048864;8.84736
1649.979;0.7376817;8.782948
1650.085;0.7725244;8.577246
1650.202;0.8132514;8.201545
1650.318;0.8561167;7.708715
1650.462;0.9134697;7.000816
1650.57;0.9598696;6.454919
1650.634;0.9886914;6.14348
1650.642;0.9923561;6.105661
1650.671;1.005743;5.971077
1650.699;1.018806;5.845255
1650.761;1.048092;5.583255
1650.822;1.077137;5.35087
1650.913;1.120063;5.056524
1651.004;1.161145;4.828138
1651.107;1.203265;4.647724
1651.21;1.238363;4.542375
1651.222;1.241894;4.534436
1651.253;1.250422;4.5177
1651.284;1.258062;4.506086
1651.346;1.270559;4.496604
1651.41;1.279448;4.5032
1651.437;1.281973;4.510163
1651.495;1.285004;4.532043
1651.512;1.285296;4.540008
1651.569;1.284432;4.570936
1651.672;1.276641;4.639358
1651.877;1.247123;4.802119
1652.115;1.213685;5.002916
1652.218;1.203818;5.081578
1652.491;1.180933;5.19415
1652.61;1.163423;5.16985
1652.644;1.156764;5.152804
1652.723;1.138087;5.095887
1652.778;1.122451;5.042855
1652.892;1.084243;4.904849
1653.094;1.011184;4.627655
1653.183;0.9863834;4.527398
1653.272;0.9731166;4.462493
1653.361;0.976762;4.446712
1653.45;1.002583;4.49047
1653.497;1.026826;4.539764
1653.557;1.069717;4.629596
1653.616;1.125971;4.74677
1653.676;1.19841;4.893518
1653.735;1.285291;5.06218
1653.795;1.390001;5.254686
1653.854;1.509232;5.460162
1653.972;1.795575;5.899331
1654.073;2.089037;6.27975
1654.174;2.422756;6.640277
1654.256;2.719327;6.907065
1654.341;3.046699;7.154293
1654.356;3.106239;7.194812
1654.363;3.134185;7.213415
1654.378;3.194396;7.252639
1654.393;3.25503;7.291018
1654.441;3.451585;7.408604
1654.488;3.647102;7.517211
1654.602;4.12858;7.765999
1654.651;4.336347;7.873008
1654.781;4.880469;8.185943
1654.878;5.271269;8.470855
1654.922;5.441859;8.619797
1654.928;5.464733;8.641149
1654.95;5.547741;8.72163
1654.963;5.596125;8.770818
1654.976;5.643987;8.821225
1655.006;5.752335;8.942194
1655.052;5.912263;9.140062
1655.144;6.205953;9.57693
1655.212;6.396592;9.927792
1655.258;6.510789;10.17351
1655.379;6.745175;10.82212
1655.499;6.867876;11.40691
1655.601;6.874135;11.79799
1655.698;6.790547;12.03663
1655.778;6.655183;12.11501
1655.794;6.621053;12.11681
1655.844;6.499772;12.09174
1655.893;6.360309;12.02184
1656.028;5.883287;11.60495
1656.095;5.605529;11.28707
1656.112;5.531741;11.19621
1656.151;5.358348;10.97377
1656.162;5.308539;10.90774
1656.167;5.285784;10.87728
1656.183;5.212521;10.77799
1656.198;5.143284;10.68251
1656.228;5.003502;10.48518
1656.289;4.716029;10.06193
1656.449;3.971338;8.874539
1656.484;3.81548;8.611595
1656.595;3.349494;7.798546
1656.706;2.93569;7.043961
1656.751;2.784266;6.760312
1656.828;2.547212;6.308279
1656.836;2.52415;6.263789
1656.862;2.451175;6.122433
1656.887;2.383805;5.991163
1656.978;2.160373;5.55088
1657.115;1.879636;4.989451
1657.18;1.765073;4.759228
1657.325;1.540011;4.308855
1657.413;1.417814;4.066709
1657.43;1.395107;4.021922
1657.488;1.319427;3.873064
1657.497;1.307911;3.850458
1657.516;1.283784;3.803128
1657.534;1.26115;3.758757
1657.571;1.215279;3.668885
1657.677;1.08857;3.420405
1657.799;0.9522481;3.151043
1657.921;0.8294794;2.904869
1658.058;0.714469;2.669756
1658.127;0.6683416;2.573911
1658.195;0.6320459;2.497715
1658.264;0.6054972;2.441409
1658.332;0.5902809;2.408737
1658.4;0.5865479;2.400339
1658.468;0.5946737;2.417228
1658.544;0.617901;2.466361
1658.62;0.6557399;2.546642
1658.696;0.7073499;2.655934
1658.772;0.7713484;2.790733
1658.924;0.9283539;3.116516
1659.076;1.106046;3.473691
1659.198;1.246669;3.743807
1659.319;1.370534;3.96719
1659.449;1.47438;4.134818
1659.479;1.49311;4.161387
1659.553;1.530249;4.207019
1659.56;1.533086;4.209888
1659.583;1.541583;4.217597
1659.605;1.548535;4.222553
1659.691;1.564972;4.220655
1659.826;1.559609;4.161052
1660.0;1.511539;4.025473
1660.032;1.499551;3.998183
1660.159;1.447965;3.895326
1660.445;1.340972;3.751803
1660.595;1.30296;3.734626
1660.627;1.296837;3.735233
1660.705;1.284922;3.741847
1660.768;1.27847;3.751814
1660.894;1.274406;3.782175
1661.103;1.295781;3.860846
1661.149;1.305465;3.883093
1661.196;1.317202;3.907699
1661.318;1.355718;3.979723
1661.44;1.403398;4.06008
1661.51;1.433056;4.107123
1661.566;1.457002;4.143674
1661.581;1.463355;4.153153
1661.619;1.479196;4.176356
1661.7;1.510936;4.220744
1661.759;1.531465;4.24756
1661.922;1.572235;4.29347
1662.004;1.583079;4.303085
1662.071;1.587859;4.308106
1662.079;1.588241;4.308732
1662.103;1.589203;4.310841
1662.127;1.589954;4.313482
1662.197;1.591789;4.326739
1662.322;1.60091;4.391034
1662.411;1.620602;4.491517
1662.499;1.659218;4.656699
1662.605;1.741249;4.966867
1662.711;1.872175;5.420327
1662.776;1.979838;5.774865
1662.841;2.109198;6.187734
1662.971;2.430791;7.174915
1663.101;2.822682;8.328691
1663.231;3.255772;9.558192
1663.355;3.670646;10.69533
1663.479;4.048431;11.69093
1663.539;4.207229;12.09388
1663.645;4.436543;12.64855
1663.723;4.557398;12.91559
1663.749;4.588064;12.97713
1663.845;4.659107;13.08758
1663.888;4.66981;13.08032
1663.94;4.666195;13.02892
1664.098;4.558004;12.64336
1664.217;4.403487;12.2168
1664.256;4.343929;12.06994
1664.36;4.172984;11.69893
1664.463;3.997582;11.40827
1664.546;3.859805;11.26498
1664.606;3.764999;11.22524
1664.617;3.748174;11.22436
1664.623;3.739075;11.22475
1664.638;3.716576;11.22842
1664.652;3.695908;11.2354
1664.689;3.642886;11.27062
1664.726;3.592284;11.3307
1664.844;3.447795;11.69062
1664.913;3.375182;12.01679
1665.051;3.254107;12.89382
1665.107;3.213086;13.31891
1665.115;3.207564;13.38216
1665.143;3.188857;13.60774
1665.155;3.181125;13.70622
1665.177;3.167374;13.88916
1665.242;3.129688;14.44254
1665.254;3.123168;14.54593
1665.295;3.101806;14.89952
1665.336;3.08171;15.25042
1665.5;3.010267;16.54326
1665.632;2.957319;17.32934
1665.764;2.901865;17.77112
1665.919;2.82544;17.76332
1666.028;2.75971;17.4034
1666.137;2.680959;16.76855
1666.23;2.601938;16.03573
1666.333;2.500769;15.05594
1666.454;2.363473;13.73898
1666.475;2.337695;13.49746
1666.546;2.246581;12.66252
1666.616;2.151303;11.82259
1666.76;1.942169;10.09853
1666.904;1.723883;8.461022
1666.982;1.606115;7.638466
1667.039;1.521851;7.073397
1667.067;1.481307;6.80802
1667.099;1.435823;6.515086
1667.162;1.349479;5.972038
1667.278;1.204629;5.094977
1667.393;1.083868;4.388234
1667.487;1.00505;3.930716
1667.581;0.9456025;3.577017
1667.675;0.9058276;3.319749
1667.768;0.885069;3.149953
1667.852;0.880754;3.05858
1667.935;0.8880112;3.015263
1668.102;0.9278328;3.023377
1668.269;0.984797;3.080725
1668.406;1.033567;3.106648
1668.447;1.047959;3.105206
1668.495;1.064822;3.096829
1668.514;1.071556;3.091418
1668.527;1.0762;3.087017
1668.556;1.086717;3.07514
1668.657;1.126587;3.012103
1668.786;1.19333;2.889952
1668.862;1.247564;2.804253
1668.937;1.316962;2.717259
1669.013;1.407584;2.633876
1669.088;1.520839;2.563655
1669.181;1.698617;2.503695
1669.274;1.920757;2.484416
1669.391;2.262589;2.530423
1669.507;2.660658;2.659555
1669.623;3.097546;2.868184
1669.739;3.544285;3.143021
1669.821;3.847432;3.36664
1669.948;4.264156;3.740985
1670.024;4.468283;3.972067
1670.088;4.607672;4.166963
1670.12;4.665279;4.264001
1670.155;4.718714;4.36968
1670.187;4.758695;4.465874
1670.199;4.771495;4.501853
1670.245;4.809538;4.63943
1670.306;4.833603;4.821774
1670.419;4.805137;5.165605
1670.486;4.750062;5.378893
1670.616;4.585859;5.830956
1670.656;4.525498;5.983829
1670.666;4.509989;6.02324
1670.691;4.470694;6.123963
1670.716;4.430893;6.22793
1670.798;4.300209;6.592953
1670.88;4.175841;6.995967
1670.962;4.06432;7.43579
1671.084;3.929795;8.147866
1671.237;3.814455;9.100844
1671.349;3.757653;9.805998
1671.379;3.744676;9.992309
1671.463;3.710065;10.50329
1671.482;3.702206;10.61626
1671.528;3.682523;10.8853
1671.675;3.606914;11.70169
1671.799;3.520917;12.3478
1671.881;3.451912;12.76356
1671.963;3.374563;13.17776
1671.977;3.360669;13.24872
1672.017;3.320079;13.45223
1672.052;3.283667;13.63138
1672.112;3.219929;13.94092
1672.211;3.113568;14.45565
1672.321;2.99793;15.0188
1672.508;2.816643;15.85621
1672.695;2.654993;16.32888
1672.812;2.558819;16.32679
1672.929;2.462735;16.04445
1672.953;2.44291;15.95035
1673.025;2.383358;15.5951
1673.097;2.324348;15.13526
1673.233;2.220007;14.0202
1673.369;2.140004;12.6748
1673.463;2.111921;11.67921
1673.556;2.117467;10.69215
