Incident energy;MT=102 : (z,γ);MT=18 : (z,fission)
Incident energy;;
Incident energy;σ(E);σ(E)
374.03;1.104416;4.270754
374.0592;0.981517;4.012198
374.0884;0.8788165;3.780248
374.1176;0.7938765;3.5741
374.1468;0.7244439;3.392853
374.176;0.6684858;3.235542
374.2051;0.6243402;3.101588
374.2302;0.5943926;3.003567
374.2552;0.5711512;2.921373
374.3052;0.5415713;2.800485
374.3553;0.530766;2.732699
374.4053;0.535267;2.711854
374.447;0.5486841;2.72486
374.4887;0.5693718;2.760164
374.5721;0.6269173;2.874085
374.6555;0.6956764;3.001055
374.7388;0.7617368;3.08577
374.7889;0.7943913;3.096656
374.8417;0.8195865;3.066566
374.8945;0.8332865;2.991399
374.92;0.8354619;2.939595
374.9835;0.8283751;2.773095
375.0556;0.8010466;2.539652
375.1276;0.7591406;2.294771
375.1869;0.7192353;2.111612
375.2462;0.679228;1.965017
375.299;0.6465253;1.875541
375.3463;0.6211231;1.831886
375.3936;0.6001124;1.822553
375.4409;0.5836047;1.844646
375.4882;0.5712421;1.893207
375.524;0.5642247;1.943753
375.5426;0.5612363;1.973608
375.5613;0.5586113;2.005551
375.621;0.5521241;2.115808
375.7098;0.5450588;2.283969
375.7337;0.5432565;2.327081
375.8053;0.5376037;2.44684
376.0259;0.5249703;2.755515
376.0835;0.5266072;2.838151
376.168;0.5350577;2.968203
376.2525;0.5508291;3.102
376.4215;0.5993933;3.31671
376.5022;0.6277947;3.369698
376.583;0.6591083;3.39443
376.664;0.6948486;3.41602
376.745;0.7382869;3.478619
376.7739;0.7566229;3.521889
376.8459;0.8116888;3.70543
376.8718;0.8356255;3.805073
376.912;0.8782022;4.00323
376.9235;0.8917454;4.070669
376.9521;0.9283671;4.261102
376.9924;0.987857;4.588912
377.0326;1.057593;4.991679
377.0791;1.152837;5.559716
377.1256;1.265252;6.243376
377.1721;1.395901;7.045222
377.2186;1.545042;7.962923
377.2651;1.711885;8.98824
377.3116;1.894386;10.10612
377.4045;2.290806;12.51922
377.448;2.481168;13.67105
377.5242;2.799381;15.58657
377.6003;3.068277;17.19199
377.6817;3.265444;18.34763
377.7224;3.319868;18.65141
377.763;3.342041;18.75465
377.783;3.340991;18.73089
377.8434;3.291026;18.36699
377.9038;3.17653;17.59994
377.9711;2.987544;16.36329
378.0383;2.754882;14.86065
378.1728;2.245936;11.6351
378.2043;2.131099;10.92217
378.2531;1.962913;9.891914
378.3018;1.809878;8.972291
378.3343;1.717195;8.425552
378.3505;1.674014;8.173897
378.3908;1.575689;7.609175
378.4311;1.490828;7.132426
378.4714;1.420006;6.743553
378.5117;1.363868;6.442439
378.552;1.323235;6.229798
378.5923;1.299173;6.107845
378.6326;1.293038;6.080776
378.6729;1.306474;6.155035
378.7292;1.361677;6.445487
378.7854;1.464388;6.980848
378.8135;1.535432;7.351873
378.8416;1.620535;7.798372
378.8697;1.720309;8.325359
378.8978;1.835255;8.937717
378.9541;2.112458;10.43929
379.0103;2.451691;12.32669
379.0665;2.850275;14.61571
379.1227;3.301225;17.29754
379.1755;3.763551;20.1428
379.2282;4.252638;23.24163
379.3336;5.284559;29.88068
379.3476;5.42636;30.77258
379.3882;5.846364;33.32472
379.4288;6.285325;35.78148
379.456;6.595401;37.34606
379.5222;7.435691;40.77155
379.5649;8.073026;42.61854
379.6075;8.814039;44.12354
379.6563;9.825889;45.38984
379.705;11.04147;46.13557
379.7363;11.94169;46.33478
379.7988;14.02066;46.08017
379.8613;16.42807;44.99018
379.9238;19.0332;43.13568
379.9914;21.8253;40.38267
380.0589;24.24974;37.00566
380.0998;25.38859;34.72613
380.1406;26.18873;32.32689
380.185;26.6145;29.62468
380.2072;26.6395;28.25531
380.2219;26.58514;27.34674
380.233;26.50653;26.66122
380.2566;26.23267;25.20971
380.2849;25.71725;23.48972
380.2977;25.41971;22.72269
380.3362;24.3003;20.47207
380.3747;22.8829;18.33024
380.4466;19.65302;14.7114
380.4826;17.86758;13.11818
380.5185;16.05311;11.68801
380.5622;13.8772;10.16666
380.6058;11.82233;8.888021
380.6494;9.952492;7.840119
380.693;8.318808;7.009321
380.7367;6.952759;6.377683
380.7585;6.379679;6.132335
380.7803;5.880959;5.930572
380.8021;5.457614;5.770415
380.8239;5.110304;5.650064
380.8457;4.839461;5.567925
380.8675;4.645397;5.522635
380.888;4.53321;5.512658
380.9085;4.489444;5.533528
380.9291;4.514736;5.585008
380.9496;4.609268;5.666191
380.9715;4.787273;5.785635
380.9933;5.044147;5.937917
381.0151;5.381205;6.123407
381.0369;5.799049;6.342037
381.0588;6.300571;6.594938
381.0806;6.881285;6.879601
381.1024;7.542922;7.19674
381.1242;8.284495;7.545755
381.1679;10.00374;8.33739
381.2115;12.00501;9.238987
381.2552;14.25227;10.23542
381.2988;16.66872;11.2948
381.3809;21.36802;13.33734
381.463;25.61828;15.19069
381.5041;27.3231;15.94932
381.5451;28.6203;16.54654
381.5914;29.51386;16.99548
381.6141;29.71127;17.12043
381.6252;29.74832;17.15793
381.6307;29.75213;17.17072
381.6373;29.74396;17.181
381.6599;29.61117;17.17431
381.6824;29.3202;17.10387
381.7444;27.75134;16.59695
381.784;26.2351;16.05798
381.8435;23.39657;15.00014
381.9029;20.15864;13.74364
382.0147;13.99087;11.22805
382.0706;11.25973;10.06135
382.0986;10.03454;9.527068
382.1265;8.918679;9.035105
382.1529;7.962144;8.61026
382.1793;7.102323;8.227426
382.2057;6.33721;7.888257
382.232;5.665492;7.594792
382.2597;5.050228;7.334159
382.2874;4.522837;7.123307
382.3151;4.075845;6.961973
382.3428;3.701531;6.849708
382.3756;3.341835;6.779544
382.3927;3.186456;6.769736
382.4184;2.98997;6.789337
382.448;2.813109;6.863012
382.4764;2.687321;6.985439
382.5047;2.599725;7.158553
382.5331;2.545587;7.384713
382.5614;2.521967;7.66385
382.5951;2.529716;8.068871
382.6287;2.5731;8.554664
382.6613;2.646811;9.107746
382.6939;2.749815;9.744542
382.759;3.036844;11.27557
382.8241;3.420888;13.15257
382.8892;3.883708;15.34398
382.9564;4.416416;17.8498
382.9648;4.485152;18.17363
382.9886;4.680744;19.09649
382.9919;4.707883;19.22471
383.0021;4.791666;19.62087
383.0123;4.875168;20.01615
383.019;4.929784;20.27493
383.0335;5.047089;20.83141
383.048;5.162763;21.38102
383.0769;5.386446;22.44601
383.1289;5.754729;24.20348
383.1809;6.059606;25.65524
383.2217;6.240858;26.50782
383.2625;6.362055;27.05911
383.3033;6.417233;27.27621
383.344;6.403293;27.14149
383.3617;6.375588;26.97228
383.4058;6.251081;26.26603
383.4498;6.053258;25.18143
383.4936;5.793486;23.77244
383.5373;5.485631;22.10237
383.6247;4.793073;18.27088
383.6887;4.294049;15.34624
383.7527;3.87077;12.57402
383.7847;3.70504;11.30197
383.8167;3.577874;10.1289
383.8487;3.494067;9.067092
383.8806;3.457317;8.127652
383.9155;3.47338;7.24136
383.9504;3.549316;6.504164
383.9853;3.684097;5.913125
384.0202;3.874391;5.461572
384.0609;4.158716;5.097967
384.1016;4.497739;4.890894
384.1423;4.874603;4.817241
384.183;5.269266;4.851781
384.2323;5.739276;5.001106
384.2815;6.161332;5.224898
384.3212;6.441462;5.431432
384.3609;6.648906;5.64066
384.3924;6.752914;5.798366
384.4337;6.80025;5.98365
384.4379;6.799224;6.000803
384.4524;6.787337;6.057381
384.4669;6.762559;6.109729
384.512;6.60529;6.244728
384.5551;6.349892;6.335887
384.5982;6.007593;6.395895
384.6543;5.465857;6.442635
384.7104;4.862528;6.475818
384.7795;4.108699;6.529525
384.8485;3.41557;6.618642
384.8959;3.000315;6.700317
384.9433;2.643581;6.790036
384.9907;2.345927;6.874833
385.038;2.103354;6.938667
385.1015;1.84936;6.962793
385.165;1.656514;6.884635
385.1868;1.600328;6.829662
385.2607;1.433962;6.528376
385.3345;1.288721;6.057173
385.4249;1.122866;5.29779
385.5153;0.9678967;4.431318
385.6057;0.8309006;3.565292
385.696;0.7204639;2.788374
385.7554;0.6648827;2.352717
385.8147;0.6236861;1.986681
385.8741;0.5969557;1.690876
385.9038;0.5891327;1.569114
385.9334;0.5851215;1.464564
385.9693;0.5855536;1.359552
386.0051;0.5921818;1.277757
386.0409;0.6056518;1.217999
386.0767;0.6268863;1.179584
386.126;0.6711787;1.160843
386.1753;0.7369456;1.181627
386.2246;0.829938;1.243294
386.2492;0.8887015;1.290269
386.2738;0.9570222;1.348775
386.2985;1.036331;1.419866
386.3231;1.127134;1.503868
386.3477;1.23092;1.60212
386.3723;1.348906;1.715885
386.397;1.482887;1.847203
386.4216;1.632987;1.996716
386.4462;1.800876;2.166861
386.4708;1.987651;2.359847
386.5089;2.316511;2.709732
386.547;2.696234;3.131172
386.5851;3.129203;3.636735
386.6231;3.615556;4.239164
386.6612;4.15842;4.957877
386.6992;4.754635;5.806802
386.7373;5.406243;6.809135
386.7753;6.108055;7.978372
386.8033;6.657002;8.958612
386.8313;7.231692;10.04655
386.8593;7.830797;11.24715
386.8873;8.452762;12.56372
386.9321;9.490696;14.91339
386.9598;10.15516;16.51232
386.9631;10.23531;16.70994
386.9731;10.47934;17.31774
386.9831;10.72496;17.93864
387.0239;11.73978;20.59641
387.0296;11.88265;20.98202
387.0453;12.27677;22.05957
387.0609;12.66844;23.15001
387.0922;13.45001;25.38178
387.172;15.35223;31.10813
387.2517;16.95608;36.29313
387.2858;17.49543;38.15271
387.3479;18.17645;40.73164
387.4099;18.40316;42.04374
387.4433;18.32273;42.1732
387.4879;17.99524;41.70864
387.5479;17.18964;40.00628
387.6079;16.04754;37.27235
387.6993;13.95581;31.87334
387.7907;11.90478;26.17042
387.8391;10.9965;23.44164
387.8875;10.27461;21.08218
387.9359;9.762594;19.16255
387.9843;9.461895;17.70245
388.0273;9.357159;16.76974
388.0677;9.375816;16.16509
388.108;9.481167;15.77186
388.1886;9.837358;15.37211
388.2468;10.11557;15.17746
388.3229;10.39378;14.75089
388.3605;10.4768;14.40242
388.4057;10.52781;13.8369
388.4509;10.53416;13.11068
388.5251;10.48631;11.61986
388.5993;10.42236;9.890463
388.6586;10.38284;8.459144
388.7179;10.34367;7.078479
388.7917;10.24104;5.528383
388.8286;10.13923;4.845249
388.8795;9.913308;4.012919
388.8934;9.831112;3.807834
388.9222;9.629714;3.412454
388.9249;9.60861;3.377388
388.9333;9.540463;3.270436
388.9417;9.468526;3.166691
388.9599;9.299569;2.952644
388.978;9.113781;2.753856
389.007;8.779905;2.463051
389.0359;8.405069;2.204812
389.0649;7.990709;1.974603
389.0938;7.545104;1.771328
389.1228;7.071755;1.591012
389.1517;6.581287;1.432524
389.1773;6.137452;1.30807
389.2028;5.692282;1.197566
389.2284;5.247632;1.098912
389.2539;4.812007;1.011768
389.305;3.978846;0.8666367
389.3561;3.222762;0.7552154
389.3987;2.665732;0.6838916
389.4413;2.181528;0.6290912
389.4839;1.770994;0.5882859
389.5052;1.592541;0.5724228
389.5264;1.431859;0.5592986
389.5477;1.286634;0.5485534
389.569;1.156757;0.5400342
389.5903;1.041244;0.5335363
389.6116;0.9390685;0.5288706
389.6329;0.849183;0.5258638
389.6542;0.7705461;0.5243579
389.6755;0.7021416;0.52421
389.6967;0.6432526;0.5252842
389.718;0.5924082;0.527477
389.7393;0.5490543;0.5306858
389.7606;0.5124112;0.5348233
389.7819;0.481778;0.5398143
389.8032;0.4565349;0.5455957
389.8245;0.4361441;0.5521151
389.867;0.4082185;0.5671709
389.9096;0.3951445;0.5848275
389.9522;0.3954088;0.60496
389.9948;0.4083776;0.6275893
390.0373;0.4341033;0.6527696
390.0672;0.4601947;0.6721447
390.097;0.4931219;0.6929142
390.1268;0.5332958;0.7152358
390.1566;0.5810214;0.7392116
390.1864;0.6365232;0.7649466
390.2162;0.6998953;0.7925442
390.2758;0.8496908;0.8537057
390.3354;1.026862;0.9233196
390.395;1.223418;1.001711
390.5142;1.620714;1.184287
390.5687;1.774528;1.278339
390.6232;1.892397;1.378383
390.6743;1.960949;1.477431
390.6913;1.973706;1.51153
390.7155;1.982853;1.561113
390.7216;1.983477;1.573813
390.7423;1.980558;1.617549
390.7807;1.954976;1.701542
390.832;1.882879;1.820679
390.9089;1.709935;2.019503
390.9857;1.492528;2.254099
391.0472;1.313984;2.48072
391.1086;1.153247;2.756146
391.1701;1.026265;3.09998
391.2009;0.9796363;3.305307
391.2316;0.9462635;3.53695
391.2624;0.9271598;3.800875
391.2931;0.9236287;4.100426
391.3238;0.9367818;4.442105
391.3545;0.9679038;4.832275
391.3853;1.01862;5.27949
391.416;1.09022;5.788443
391.4467;1.184662;6.368522
391.4774;1.303984;7.02802
391.5082;1.450936;7.777819
391.5389;1.626927;8.621036
391.5696;1.834793;9.567166
391.6003;2.076867;10.62218
391.6388;2.431996;12.10531
391.6772;2.846301;13.76427
391.7156;3.322296;15.59775
391.754;3.859484;17.59143
391.7924;4.454617;19.72026
391.8308;5.101217;21.94772
391.9076;6.505061;26.4958
391.9878;8.011115;30.90942
392.0279;8.722226;32.78461
392.068;9.370866;34.33009
392.1058;9.902236;35.42153
392.1435;10.33515;36.10949
392.1813;10.65586;36.36709
392.219;10.85097;36.18085
392.235;10.89432;35.96915
392.251;10.9138;35.68044
392.287;10.87051;34.76187
392.3393;10.60034;32.83154
392.3915;10.11069;30.34327
392.46;9.206789;26.54691
392.5076;8.461845;23.77279
392.5683;7.448925;20.32455
392.629;6.439713;17.18902
392.6495;6.111532;16.22991
392.6917;5.468492;14.43881
392.7338;4.880391;12.91058
392.7865;4.230075;11.3625
392.818;3.888729;10.62181
392.8495;3.582223;10.0086
392.904;3.129298;9.216291
392.9056;3.117388;9.197675
392.9104;3.082108;9.143296
392.9152;3.047495;9.091084
392.9344;2.915504;8.903045
392.9535;2.793984;8.74698
393.0076;2.497115;8.449745
393.076;2.204328;8.311405
393.0934;2.141712;8.307507
393.1338;2.011425;8.333692
393.1742;1.899082;8.395897
393.2431;1.739751;8.543651
393.305;1.622663;8.677239
393.3668;1.523491;8.772543
393.4353;1.4284;8.799745
393.5037;1.344455;8.722446
393.5721;1.2686;8.535609
393.6405;1.199806;8.252347
393.785;1.082346;7.474346
393.8573;1.04255;7.079307
393.9295;1.017737;6.728589
393.959;1.0118;6.602332
394.0678;1.006726;6.224426
394.1765;1.013787;5.949267
394.2814;1.011372;5.716298
394.314;1.006177;5.642136
394.356;0.9956815;5.54317
394.4864;0.9371999;5.212911
394.6633;0.8290891;4.770794
394.6987;0.809814;4.69327
394.734;0.7927656;4.621686
394.7693;0.7783012;4.556611
394.8398;0.7582143;4.449497
394.9103;0.7504732;4.379464
394.9808;0.7544072;4.356366
395.082;0.7767335;4.428588
395.1369;0.7949876;4.530236
395.1918;0.81638;4.680879
395.2299;0.8327646;4.815066
395.2451;0.8396294;4.875339
395.268;0.8503263;4.973253
395.3136;0.8729746;5.192637
395.3963;0.9197689;5.663663
395.5104;1.004124;6.424156
395.5675;1.060743;6.83448
395.6245;1.132122;7.261099
395.6973;1.25398;7.847252
395.7337;1.332184;8.171701
395.77;1.424717;8.52891
395.8063;1.534404;8.932481
395.8425;1.66369;9.396015
395.9031;1.932566;10.3544
395.9636;2.277658;11.60964
396.0242;2.710176;13.2399
396.0847;3.232645;15.28822
396.1495;3.886322;17.95154
396.2143;4.615609;21.0273
396.3438;6.131084;27.66797
396.4301;7.003258;31.56049
396.5081;7.571085;34.00062
396.5471;7.757196;34.69474
396.5861;7.876012;34.99422
396.6299;7.934484;34.84777
396.6737;7.926131;34.2051
396.75;7.812989;32.04586
396.8262;7.694548;28.93447
396.8745;7.683867;26.70582
396.9227;7.761828;24.44691
396.9709;7.950013;22.27555
397.0191;8.256559;20.28969
397.0605;8.60898;18.78385
397.1018;9.027844;17.49004
397.1484;9.552745;16.28482
397.158;9.664224;16.06882
397.1723;9.830569;15.76641
397.2057;10.21299;15.14421
397.2384;10.56456;14.6358
397.2846;10.98848;14.05066
397.3308;11.28568;13.56941
397.3579;11.38528;13.31244
397.4178;11.37689;12.75033
397.4232;11.35974;12.69762
397.445;11.26232;12.47828
397.5099;10.71004;11.74135
397.5572;10.08092;11.10906
397.6045;9.296761;10.39696
397.7078;7.260713;8.647338
397.8111;5.179394;6.859369
397.8671;4.174913;5.973996
397.8951;3.722915;5.567916
397.923;3.309713;5.191323
397.951;2.933828;4.84332
397.979;2.597278;4.526322
398.007;2.299641;4.240614
398.0349;2.040615;3.986684
398.0629;1.816587;3.761785
398.0909;1.626336;3.565492
398.1189;1.467321;3.396045
398.1468;1.337219;3.251883
398.1748;1.232254;3.12975
398.2027;1.150326;3.028193
398.2307;1.088024;2.944092
398.2586;1.043069;2.875675
398.293;1.007335;2.809022
398.3468;0.9849376;2.734732
398.4006;0.9898754;2.684514
398.5081;1.031381;2.611104
398.5683;1.050521;2.56729
398.6151;1.05621;2.527286
398.621;1.056223;2.521832
398.6436;1.054713;2.50011
398.6661;1.050709;2.477257
398.7455;1.017346;2.38947
398.7789;0.9956025;2.35106
398.8624;0.9299731;2.259389
398.9271;0.8795376;2.199955
398.9918;0.844021;2.15695
399.0231;0.8368089;2.14335
399.0439;0.8369477;2.137184
399.0543;0.8387219;2.134999
399.0831;0.8503603;2.132195
399.1118;0.8731502;2.134339
399.1405;0.9088926;2.141659
399.1692;0.9594121;2.154416
399.198;1.026811;2.172966
399.2267;1.112434;2.197498
399.2554;1.218199;2.228419
399.2841;1.345662;2.266123
399.3282;1.586713;2.338293
399.3723;1.885078;2.429299
399.4164;2.241136;2.541155
399.4605;2.651795;2.676109
399.5046;3.109913;2.836664
399.5487;3.604044;3.025594
399.5928;4.118632;3.245958
399.6368;4.633564;3.500451
399.6956;5.287446;3.900506
399.7544;5.855565;4.376235
399.8191;6.328459;4.993762
399.8397;6.438609;5.211407
399.868;6.55544;5.526518
399.8745;6.576527;5.601443
399.8941;6.627022;5.832874
399.9286;6.668466;6.258836
399.9348;6.669613;6.337655
399.9511;6.663734;6.547763
399.9674;6.64531;6.76158
400.0;6.572979;7.197585
400.0541;6.361046;7.930181
400.1082;6.05945;8.641824
400.1893;5.505725;9.573708
400.2703;4.909553;10.20673
400.3353;4.440776;10.41286
400.4003;3.997141;10.31126
400.4423;3.726311;10.08229
400.4843;3.468302;9.73616
400.5738;2.963646;8.693306
400.6633;2.535109;7.440165
400.7179;2.326213;6.692212
400.7724;2.171679;6.031126
400.8269;2.084704;5.504416
400.8542;2.070852;5.30269
400.8814;2.07893;5.14717
400.9149;2.12099;5.020761
400.946;2.193547;4.968958
400.977;2.299265;4.979696
401.008;2.438942;5.050745
401.039;2.612464;5.178769
401.07;2.818874;5.359214
401.101;3.056272;5.586481
401.163;3.611329;6.155046
401.2913;4.941318;7.589393
401.3554;5.572601;8.307816
401.4195;6.087848;8.958018
401.4873;6.439273;9.539549
401.5091;6.501846;9.701515
401.5407;6.546124;9.91558
401.5471;6.548347;9.956111
401.5664;6.541376;10.073
401.6121;6.4454;10.32188
401.686;6.081443;10.6699
401.6947;6.024615;10.70883
401.723;5.824107;10.83561
401.7513;5.604401;10.96521
401.8079;5.132809;11.24475
401.9211;4.226428;11.93363
401.9961;3.764129;12.47949
402.0336;3.589224;12.76253
402.0711;3.451438;13.03956
402.1461;3.270997;13.52893
402.221;3.173989;13.8513
402.2347;3.160449;13.88529
402.2878;3.108211;13.93019
402.3408;3.042608;13.82556
402.3569;3.01772;13.76296
402.3677;2.999437;13.71291
402.4053;2.924819;13.48898
402.4867;2.700488;12.75922
402.552;2.46302;11.97626
402.6173;2.189993;11.07866
402.7479;1.619753;9.185038
402.813;1.36158;8.296884
402.878;1.138417;7.494629
402.943;0.9553686;6.793723
402.9755;0.8791859;6.482889
403.008;0.8128906;6.197966
403.0405;0.7560129;5.937928
403.073;0.7079757;5.701367
403.1055;0.6681423;5.486612
403.138;0.6358562;5.291824
403.1705;0.6104729;5.115093
403.203;0.5913827;4.954516
403.268;0.5698996;4.674653
403.3248;0.5669609;4.467059
403.3815;0.5766878;4.28749
403.4382;0.5975473;4.131807
403.4949;0.6283642;3.999317
403.5517;0.6683337;3.892711
403.6084;0.7167575;3.819322
403.6651;0.7735895;3.790543
403.7218;0.8393561;3.823104
403.7681;0.9006042;3.910356
403.8144;0.9699218;4.067536
403.8531;1.035248;4.264268
403.8628;1.052822;4.324178
403.8918;1.108554;4.531164
403.925;1.178806;4.823692
403.9581;1.256542;5.180159
403.9913;1.343101;5.608182
404.0244;1.438769;6.109696
404.0549;1.535798;6.640727
404.0853;1.641397;7.237158
404.1461;1.879962;8.62934
404.2069;2.154119;10.26824
404.2677;2.459394;12.10706
404.4516;3.471841;18.0599
404.5343;3.90216;20.42121
404.617;4.275831;22.31701
404.7258;4.656169;23.99798
404.848;4.934206;24.9169
404.8908;5.001801;25.05622
404.9977;5.138466;25.12072
405.105;5.312221;24.89035
405.1158;5.337215;24.85423
405.1408;5.403348;24.76262
405.1657;5.482629;24.6609
405.2155;5.690825;24.42933
405.2612;5.952819;24.1888
405.3069;6.294506;23.92733
405.3526;6.722616;23.65025
405.3982;7.235853;23.36208
405.4345;7.700461;23.12535
405.5545;9.449814;22.27646
405.6145;10.3097;21.78193
405.6745;11.03257;21.20721
405.7136;11.38366;20.77731
405.7527;11.61281;20.29702
405.7675;11.66397;20.10129
405.802;11.70194;19.61454
405.822;11.67024;19.31281
405.834;11.63203;19.12498
405.8522;11.54669;18.8306
405.8975;11.1942;18.05085
405.9156;11.00014;17.72208
405.9698;10.25803;16.68888
406.024;9.320731;15.60269
406.1742;6.297253;12.55606
406.2493;4.884823;11.14605
406.2869;4.260151;10.49276
406.3244;3.703365;9.881995
406.3749;3.063955;9.128495
406.4002;2.791243;8.7818
406.4254;2.550169;8.457162
406.4507;2.337469;8.151989
406.4759;2.15315;7.868554
406.5011;1.994399;7.60537
406.5263;1.85914;7.362125
406.5599;1.711595;7.068183
406.5936;1.596504;6.807376
406.6272;1.509512;6.580263
406.6609;1.445355;6.384493
406.6945;1.400099;6.220227
406.7477;1.357494;6.020811
406.8141;1.338007;5.870456
406.8274;1.337093;5.852753
406.8673;1.33827;5.822991
406.9071;1.343502;5.826251
406.969;1.355757;5.890401
407.0825;1.381378;6.16473
407.1208;1.389908;6.295921
407.1783;1.402788;6.526052
407.2938;1.432041;7.1146
407.313;1.437799;7.230801
407.3233;1.441038;7.295535
407.3496;1.449843;7.468723
407.3759;1.459518;7.653705
407.4285;1.482014;8.06081
407.4435;1.489329;8.186216
407.4803;1.509266;8.511457
407.517;1.532389;8.860158
407.5904;1.590794;9.624377
407.6635;1.670075;10.45767
407.7292;1.765289;11.24903
407.7948;1.889171;12.0646
407.8604;2.047739;12.89911
407.926;2.245618;13.75558
408.001;2.522088;14.77496
408.076;2.847166;15.85169
408.151;3.205209;16.98268
408.2326;3.599918;18.22626
408.3141;3.95249;19.36718
408.368;4.136596;19.98251
408.4218;4.264335;20.41911
408.4387;4.290967;20.51063
408.4507;4.30566;20.56076
408.48;4.326256;20.62787
408.5093;4.324475;20.61129
408.5678;4.252609;20.30908
408.579;4.228566;20.20895
408.611;4.142354;19.84759
408.6429;4.031861;19.37841
408.7068;3.745847;18.13423
408.7655;3.423644;16.68765
408.8242;3.065994;15.03233
408.9416;2.328882;11.46735
409.0267;1.841687;8.995627
409.0693;1.626018;7.869035
409.1118;1.43284;6.840798
409.1544;1.26217;5.915344
409.1969;1.11475;5.100959
409.2394;0.9893157;4.394775
409.2819;0.8844824;3.792654
409.3129;0.8200254;3.415297
409.3438;0.7650465;3.087503
409.3748;0.7184517;2.803609
409.4057;0.6798249;2.561753
409.4367;0.6482393;2.356613
409.4676;0.6232871;2.185833
409.4985;0.6043245;2.045166
409.5294;0.5909144;1.931298
409.5676;0.5815269;1.823065
409.6057;0.5797429;1.746261
409.6438;0.5854497;1.696382
409.6819;0.5988891;1.670189
409.7201;0.6207093;1.665466
409.7582;0.6517239;1.681062
409.7963;0.6932459;1.716827
409.8344;0.746858;1.773673
409.8822;0.8340709;1.877709
409.906;0.8869201;1.94456
409.93;0.9472517;2.023125
409.978;1.091143;2.217136
410.026;1.268979;2.465558
410.063;1.43088;2.697405
410.1;1.61493;2.965799
410.137;1.820726;3.270596
410.174;2.04685;3.609988
410.2436;2.517379;4.327698
410.3132;3.021303;5.110092
410.3828;3.516537;5.892941
410.4523;3.952043;6.599399
410.5029;4.202949;7.023811
410.5449;4.355015;7.298852
410.5869;4.448301;7.493113
410.5962;4.460504;7.524533
410.6242;4.478203;7.593071
410.6521;4.467207;7.622231
410.7204;4.32269;7.532953
410.7435;4.23845;7.454264
410.7781;4.082641;7.295277
410.8207;3.848589;7.039709
410.846;3.691502;6.861342
410.865;3.566439;6.716399
410.9183;3.192484;6.270049
410.9716;2.801792;5.784433
411.0378;2.323373;5.160091
411.104;1.881116;4.545007
411.1702;1.495647;3.965563
411.2033;1.327798;3.695176
411.2364;1.1773;3.439997
411.285;0.9876439;3.095545
411.3336;0.8338954;2.789742
411.3579;0.7697389;2.652042
411.3822;0.7135747;2.524759
411.4065;0.6650096;2.408062
411.4308;0.6236429;2.302083
411.4551;0.5890759;2.206926
411.4794;0.5609194;2.122665
411.5037;0.5387997;2.049344
411.528;0.5223609;1.986969
411.5766;0.5052004;1.894901
411.6251;0.5069374;1.845706
411.6605;0.5187955;1.835751
411.6958;0.5385601;1.846456
411.7312;0.5654652;1.876393
411.7665;0.598425;1.923459
411.8328;0.6732243;2.049521
411.8991;0.7580982;2.206899
411.9654;0.8438818;2.370282
412.0316;0.9206008;2.51187
412.111;0.9878137;2.617112
412.1546;1.008927;2.633276
412.1981;1.017188;2.615725
412.2373;1.013343;2.570431
412.2764;0.9991174;2.498446
412.3455;0.951271;2.31409
412.4145;0.8813273;2.07747
412.5212;0.7535746;1.679307
412.5745;0.6914708;1.497396
412.6278;0.6361665;1.344131
412.678;0.5930199;1.234855
412.7282;0.5601658;1.16553
412.7784;0.5382612;1.139524
412.8083;0.5303822;1.145189
412.8381;0.5262028;1.166517
412.8679;0.5254758;1.203252
412.8977;0.5279368;1.255003
412.9275;0.5332876;1.321279
412.9573;0.5412136;1.401541
413.0169;0.5635484;1.601924
413.076;0.5924333;1.850454
413.1351;0.626503;2.147606
413.1542;0.6385011;2.254346
413.2049;0.6727455;2.56498
413.2383;0.6974277;2.793232
413.3053;0.7534279;3.316961
413.3557;0.803017;3.778986
413.406;0.8608508;4.308725
413.4395;0.9048664;4.703828
413.4857;0.973737;5.308227
413.5318;1.052631;5.981999
413.624;1.241327;7.528843
413.7163;1.464782;9.266165
413.8085;1.704187;11.01411
413.8913;1.912373;12.39257
413.9406;2.026259;13.0469
413.9899;2.130489;13.53588
414.0392;2.225878;13.83723
414.0885;2.316178;13.94225
414.1628;2.459439;13.74982
414.237;2.647431;13.22634
414.2931;2.852198;12.71006
414.3492;3.140147;12.18849
414.4053;3.536647;11.75555
414.4613;4.060457;11.49743
414.48;4.265884;11.46215
414.5268;4.847313;11.5028
414.5735;5.518073;11.73785
414.6202;6.265131;12.16509
414.6669;7.065308;12.76386
414.7417;8.376654;13.98035
414.8164;9.582152;15.31303
414.8583;10.15037;16.01826
414.9002;10.60777;16.64134
414.9121;10.71449;16.79862
414.9431;10.94023;17.16083
414.974;11.08656;17.44795
414.9896;11.1298;17.56357
415.0228;11.15329;17.74383
415.0776;10.99541;17.85692
415.1324;10.61976;17.78263
415.2037;9.885254;17.52858
415.275;8.99347;17.27297
415.3565;7.943026;17.18729
415.4265;7.115657;17.37627
415.4964;6.404329;17.77918
415.574;5.748871;18.33237
415.6595;5.144185;18.80179
415.6846;4.980176;18.86813
415.7405;4.623832;18.84914
415.7963;4.26986;18.5662
415.8455;3.953421;18.08553
415.8947;3.632246;17.39806
415.993;2.989857;15.5202
416.0673;2.526346;13.81859
416.1168;2.239594;12.63513
